PMCID,Title,Abstract,ID,Inclusion
PMC4257899,Transcriptional regulation of autophagy by an FXR-CREB axis.,"Lysosomal degradation of cytoplasmic components by autophagy is essential for cellular survival and homeostasis under nutrient-deprived conditions. Acute regulation of autophagy by nutrient-sensing kinases is well defined, but longer-term transcriptional regulation is relatively unknown. Here we show that the fed-state sensing nuclear receptor farnesoid X receptor (FXR) and the fasting transcriptional activator cAMP response element-binding protein (CREB) coordinately regulate the hepatic autophagy gene network. Pharmacological activation of FXR repressed many autophagy genes and inhibited autophagy even in fasted mice, and feeding-mediated inhibition of macroautophagy was attenuated in FXR-knockout mice. From mouse liver chromatin immunoprecipitation and high-throughput sequencing data, FXR and CREB binding peaks were detected at 178 and 112 genes, respectively, out of 230 autophagy-related genes, and 78 genes showed shared binding, mostly in their promoter regions. CREB promoted autophagic degradation of lipids, or lipophagy, under nutrient-deprived conditions, and FXR inhibited this response. Mechanistically, CREB upregulated autophagy genes, including Atg7, Ulk1 and Tfeb, by recruiting the coactivator CRTC2. After feeding or pharmacological activation, FXR trans-repressed these genes by disrupting the functional CREB-CRTC2 complex. This study identifies the new FXR-CREB axis as a key physiological switch regulating autophagy, resulting in sustained nutrient regulation of autophagy during feeding/fasting cycles.             ",NPG410,1
PMC3982379,Ovarian surface epithelium at the junction area contains a cancer-prone stem cell niche.,"Epithelial ovarian cancer (EOC) is the fifth leading cause of cancer deaths among women in the United States, but its pathogenesis is poorly understood. Some epithelial cancers are known to occur in transitional zones between two types of epithelium, whereas others have been shown to originate in epithelial tissue stem cells. The stem cell niche of the ovarian surface epithelium (OSE), which is ruptured and regenerates during ovulation, has not yet been defined unequivocally. Here we identify the hilum region of the mouse ovary, the transitional (or junction) area between the OSE, mesothelium and tubal (oviductal) epithelium, as a previously unrecognized stem cell niche of the OSE. We find that cells of the hilum OSE are cycling slowly and express stem and/or progenitor cell markers ALDH1, LGR5, LEF1, CD133 and CK6B. These cells display long-term stem cell properties ex vivo and in vivo, as shown by our serial sphere generation and long-term lineage-tracing assays. Importantly, the hilum cells show increased transformation potential after inactivation of tumour suppressor genes Trp53 and Rb1, whose pathways are altered frequently in the most aggressive and common type of human EOC, high-grade serous adenocarcinoma. Our study supports experimentally the idea that susceptibility of transitional zones to malignant transformation may be explained by the presence of stem cell niches in those areas. Identification of a stem cell niche for the OSE may have important implications for understanding EOC pathogenesis.            ",NPG413,1
PMC4467030,Lipid nanoparticle siRNA treatment of Ebola-virus-Makona-infected nonhuman primates.,"The current outbreak of Ebola virus in West Africa is unprecedented, causing more cases and fatalities than all previous outbreaks combined, and has yet to be controlled. Several post-exposure interventions have been employed under compassionate use to treat patients repatriated to Europe and the United States. However, the in vivo efficacy of these interventions against the new outbreak strain of Ebola virus is unknown. Here we show that lipid-nanoparticle-encapsulated short interfering RNAs (siRNAs) rapidly adapted to target the Makona outbreak strain of Ebola virus are able to protect 100% of rhesus monkeys against lethal challenge when treatment was initiated at 3 days after exposure while animals were viraemic and clinically ill. Although all infected animals showed evidence of advanced disease including abnormal haematology, blood chemistry and coagulopathy, siRNA-treated animals had milder clinical features and fully recovered, while the untreated control animals succumbed to the disease. These results represent the first, to our knowledge, successful demonstration of therapeutic anti-Ebola virus efficacy against the new outbreak strain in nonhuman primates and highlight the rapid development of lipid-nanoparticle-delivered siRNA as a countermeasure against this highly lethal human disease.             ",NPG422,1
PMC4279952,Checkpoint blockade cancer immunotherapy targets tumour-specific mutant antigens.,"The immune system influences the fate of developing cancers by not only functioning as a tumour promoter that facilitates cellular transformation, promotes tumour growth and sculpts tumour cell immunogenicity, but also as an extrinsic tumour suppressor that either destroys developing tumours or restrains their expansion. Yet, clinically apparent cancers still arise in immunocompetent individuals in part as a consequence of cancer-induced immunosuppression. In many individuals, immunosuppression is mediated by cytotoxic T-lymphocyte associated antigen-4 (CTLA-4) and programmed death-1 (PD-1), two immunomodulatory receptors expressed on T cells. Monoclonal-antibody-based therapies targeting CTLA-4 and/or PD-1 (checkpoint blockade) have yielded significant clinical benefits-including durable responses--to patients with different malignancies. However, little is known about the identity of the tumour antigens that function as the targets of T cells activated by checkpoint blockade immunotherapy and whether these antigens can be used to generate vaccines that are highly tumour-specific. Here we use genomics and bioinformatics approaches to identify tumour-specific mutant proteins as a major class of T-cell rejection antigens following anti-PD-1 and/or anti-CTLA-4 therapy of mice bearing progressively growing sarcomas, and we show that therapeutic synthetic long-peptide vaccines incorporating these mutant epitopes induce tumour rejection comparably to checkpoint blockade immunotherapy. Although mutant tumour-antigen-specific T cells are present in progressively growing tumours, they are reactivated following treatment with anti-PD-1 and/or anti-CTLA-4 and display some overlapping but mostly treatment-specific transcriptional profiles, rendering them capable of mediating tumour rejection. These results reveal that tumour-specific mutant antigens are not only important targets of checkpoint blockade therapy, but they can also be used to develop personalized cancer-specific vaccines and to probe the mechanistic underpinnings of different checkpoint blockade treatments.            ",NPG427,1
PMC4269325,TRIM37 is a new histone H2A ubiquitin ligase and breast cancer oncoprotein.,"The TRIM37 (also known as MUL) gene is located in the 17q23 chromosomal region, which is amplified in up to ∼ 40% of breast cancers. TRIM37 contains a RING finger domain, a hallmark of E3 ubiquitin ligases, but its protein substrate(s) is unknown. Here we report that TRIM37 mono-ubiquitinates histone H2A, a chromatin modification associated with transcriptional repression. We find that in human breast cancer cell lines containing amplified 17q23, TRIM37 is upregulated and, reciprocally, the major H2A ubiquitin ligase RNF2 (also known as RING1B) is downregulated. Genome-wide chromatin immunoprecipitation (ChIP)-chip experiments in 17q23-amplified breast cancer cells identified many genes, including multiple tumour suppressors, whose promoters were bound by TRIM37 and enriched for ubiquitinated H2A. However, unlike RNF2, which is a subunit of polycomb repressive complex 1 (PRC1), we find that TRIM37 associates with polycomb repressive complex 2 (PRC2). TRIM37, PRC2 and PRC1 are co-bound to specific target genes, resulting in their transcriptional silencing. RNA-interference-mediated knockdown of TRIM37 results in loss of ubiquitinated H2A, dissociation of PRC1 and PRC2 from target promoters, and transcriptional reactivation of silenced genes. Knockdown of TRIM37 in human breast cancer cells containing amplified 17q23 substantially decreases tumour growth in mouse xenografts. Conversely, ectopic expression of TRIM37 renders non-transformed cells tumorigenic. Collectively, our results reveal TRIM37 as an oncogenic H2A ubiquitin ligase that is overexpressed in a subset of breast cancers and promotes transformation by facilitating silencing of tumour suppressors and other genes.            ",NPG431,1
PMC3578967,OTUD7B controls non-canonical NF-κB activation through deubiquitination of TRAF3.,"The non-canonical NF-κB pathway forms a major arm of NF-κB signalling that mediates important biological functions, including lymphoid organogenesis, B-lymphocyte function, and cell growth and survival. Activation of the non-canonical NF-κB pathway involves degradation of an inhibitory protein, TNF receptor-associated factor 3 (TRAF3), but how this signalling event is controlled is still unknown. Here we have identified the deubiquitinase OTUD7B as a pivotal regulator of the non-canonical NF-κB pathway. OTUD7B deficiency in mice has no appreciable effect on canonical NF-κB activation but causes hyperactivation of non-canonical NF-κB. In response to non-canonical NF-κB stimuli, OTUD7B binds and deubiquitinates TRAF3, thereby inhibiting TRAF3 proteolysis and preventing aberrant non-canonical NF-κB activation. Consequently, the OTUD7B deficiency results in B-cell hyper-responsiveness to antigens, lymphoid follicular hyperplasia in the intestinal mucosa, and elevated host-defence ability against an intestinal bacterial pathogen, Citrobacter rodentium. These findings establish OTUD7B as a crucial regulator of signal-induced non-canonical NF-κB activation and indicate a mechanism of immune regulation that involves OTUD7B-mediated deubiquitination and stabilization of TRAF3.            ",NPG438,1
PMC3674495,CLP1 links tRNA metabolism to progressive motor-neuron loss.,"CLP1 was the first mammalian RNA kinase to be identified. However, determining its in vivo function has been elusive. Here we generated kinase-dead Clp1 (Clp1(K/K)) mice that show a progressive loss of spinal motor neurons associated with axonal degeneration in the peripheral nerves and denervation of neuromuscular junctions, resulting in impaired motor function, muscle weakness, paralysis and fatal respiratory failure. Transgenic rescue experiments show that CLP1 functions in motor neurons. Mechanistically, loss of CLP1 activity results in accumulation of a novel set of small RNA fragments, derived from aberrant processing of tyrosine pre-transfer RNA. These tRNA fragments sensitize cells to oxidative-stress-induced p53 (also known as TRP53) activation and p53-dependent cell death. Genetic inactivation of p53 rescues Clp1(K/K) mice from the motor neuron loss, muscle denervation and respiratory failure. Our experiments uncover a mechanistic link between tRNA processing, formation of a new RNA species and progressive loss of lower motor neurons regulated by p53.            ",NPG443,1
PMC4458138,Cardiac lymphatics are heterogeneous in origin and respond to injury.,"The lymphatic vasculature is a blind-ended network crucial for tissue-fluid homeostasis, immune surveillance and lipid absorption from the gut. Recent evidence has proposed an entirely venous-derived mammalian lymphatic system. By contrast, here we show that cardiac lymphatic vessels in mice have a heterogeneous cellular origin, whereby formation of at least part of the cardiac lymphatic network is independent of sprouting from veins. Multiple Cre–lox-based lineage tracing revealed a potential contribution from the putative haemogenic endothelium during development, and discrete lymphatic endothelial progenitor populations were confirmed by conditional knockout of Prox1 in Tie2+ and Vav1+ compartments. In the adult heart, myocardial infarction promoted a significant lymphangiogenic response, which was augmented by treatment with VEGF-C, resulting in improved cardiac function. These data prompt the re-evaluation of a century-long debate on the origin of lymphatic vessels and suggest that lymphangiogenesis may represent a therapeutic target to promote cardiac repair following injury.            ",NPG446,1
PMC4026938,A tissue-engineered jellyfish with biomimetic propulsion.,"Reverse engineering of biological form and function requires hierarchical design over several orders of space and time. Recent advances in the mechanistic understanding of biosynthetic compound materials, computer-aided design approaches in molecular synthetic biology 4,5 and traditional soft robotics, and increasing aptitude in generating structural and chemical micro environments that promote cellular self-organization have enhanced the ability to recapitulate such hierarchical architecture in engineered biological systems. Here we combined these capabilities in a systematic design strategy to reverse engineer a muscular pump. We report the construction of a freely swimming jellyfish from chemically dissociated rat tissue and silicone polymer as a proof of concept. The constructs, termed 'medusoids', were designed with computer simulations and experiments to match key determinants of jellyfish propulsion and feeding performance by quantitatively mimicking structural design, stroke kinematics and animal-fluid interactions. The combination of the engineering design algorithm with quantitative benchmarks of physiological performance suggests that our strategy is broadly applicable to reverse engineering of muscular organs or simple life forms that pump to survive.            ",NPG035,1
PMC4144683,Inhibition of natural antisense transcripts in vivo results in gene-specific transcriptional upregulation.,"The ability to specifically upregulate genes in vivo holds great therapeutic promise. Here we show that inhibition or degradation of natural antisense transcripts (NATs) by single-stranded oligonucleotides or siRNAs can transiently and reversibly upregulate locus-specific gene expression. Brain-derived neurotrophic factor (BDNF) is normally repressed by a conserved noncoding antisense RNA transcript, BDNF-AS. Inhibition of this transcript upregulates BDNF mRNA by two- to sevenfold, alters chromatin marks at the BDNF locus, leads to increased protein levels and induces neuronal outgrowth and differentiation both in vitro and in vivo. We also show that inhibition of NATs leads to increases in glial-derived neurotrophic factor (GDNF) and ephrin receptor B2 (EPHB2) mRNA. Our data suggest that pharmacological approaches targeting NATs can confer locus-specific gene upregulation effects.            ",NPG042,1
PMC3891505,Using virally expressed melanoma cDNA libraries to identify tumor-associated antigens that cure melanoma.,"Multiple intravenous injections of a cDNA library, derived from human melanoma cell lines and expressed using the highly immunogenic vector vesicular stomatitis virus (VSV), cured mice with established melanoma tumors. Successful tumor eradication was associated with the ability of mouse lymphoid cells to mount a tumor-specific CD4(+) interleukin (IL)-17 recall response in vitro. We used this characteristic IL-17 response to screen the VSV-cDNA library and identified three different VSV-cDNA virus clones that, when used in combination but not alone, achieved the same efficacy against tumors as the complete parental virus library. VSV-expressed cDNA libraries can therefore be used to identify tumor rejection antigens that can cooperate to induce anti-tumor responses. This technology should be applicable to antigen discovery for other cancers, as well as for other diseases in which immune reactivity against more than one target antigen contributes to disease pathology.            ",NPG054,1
PMC4378643,Efficient delivery of RNAi prodrugs containing reversible charge-neutralizing phosphotriester backbone modifications.,"RNA interference (RNAi) has great potential to treat human disease. However, in vivo delivery of short interfering RNAs (siRNAs), which are negatively charged double-stranded RNA macromolecules, remains a major hurdle. Current siRNA delivery has begun to move away from large lipid and synthetic nanoparticles to more defined molecular conjugates. Here we address this issue by synthesis of short interfering ribonucleic neutrals (siRNNs) whose phosphate backbone contains neutral phosphotriester groups, allowing for delivery into cells. Once inside cells, siRNNs are converted by cytoplasmic thioesterases into native, charged phosphodiester-backbone siRNAs, which induce robust RNAi responses. siRNNs have favorable drug-like properties, including high synthetic yields, serum stability and absence of innate immune responses. Unlike siRNAs, siRNNs avidly bind serum albumin to positively influence pharmacokinetic properties. Systemic delivery of siRNNs conjugated to a hepatocyte-specific targeting domain induced extended dose-dependent in vivo RNAi responses in mice. We believe that siRNNs represent a technology that will open new avenues for development of RNAi therapeutics.             ",NPG078,1
PMC4289408,Biopolymer implants enhance the efficacy of adoptive T-cell therapy.,"Although adoptive T-cell therapy holds promise for the treatment of many cancers, its clinical utility has been limited by problems in delivering targeted lymphocytes to tumor sites, and the cells' inefficient expansion in the immunosuppressive tumor microenvironment. Here we describe a bioactive polymer implant capable of delivering, expanding and dispersing tumor-reactive T cells. The approach can be used to treat inoperable or incompletely removed tumors by situating implants near them or at resection sites. Using a mouse breast cancer resection model, we show that the implants effectively support tumor-targeting T cells throughout resection beds and associated lymph nodes, and reduce tumor relapse compared to conventional delivery modalities. In a multifocal ovarian cancer model, we demonstrate that polymer-delivered T cells trigger regression, whereas injected tumor-reactive lymphocytes have little curative effect. Scaffold-based T-cell delivery may provide a viable treatment option for inoperable tumors and reduce the rate of metastatic relapse after surgery.             ",NPG079,1
PMC4160386,Generation of mouse models of myeloid malignancy with combinatorial genetic lesions using CRISPR-Cas9 genome editing.,"Genome sequencing studies have shown that human malignancies often bear mutations in four or more driver genes, but it is difficult to recapitulate this degree of genetic complexity in mouse models using conventional breeding. Here we use the CRISPR-Cas9 system of genome editing to overcome this limitation. By delivering combinations of small guide RNAs (sgRNAs) and Cas9 with a lentiviral vector, we modified up to five genes in a single mouse hematopoietic stem cell (HSC), leading to clonal outgrowth and myeloid malignancy. We thereby generated models of acute myeloid leukemia (AML) with cooperating mutations in genes encoding epigenetic modifiers, transcription factors and mediators of cytokine signaling, recapitulating the combinations of mutations observed in patients. Our results suggest that lentivirus-delivered sgRNA:Cas9 genome editing should be useful to engineer a broad array of in vivo cancer models that better reflect the complexity of human disease.             ",NPG082,1
PMC4289409,Cationic lipid-mediated delivery of proteins enables efficient protein-based genome editing in vitro and in vivo.,"Efficient intracellular delivery of proteins is needed to fully realize the potential of protein therapeutics. Current methods of protein delivery commonly suffer from low tolerance for serum, poor endosomal escape and limited in vivo efficacy. Here we report that common cationic lipid nucleic acid transfection reagents can potently deliver proteins that are fused to negatively supercharged proteins, that contain natural anionic domains or that natively bind to anionic nucleic acids. This approach mediates the potent delivery of nM concentrations of Cre recombinase, TALE- and Cas9-based transcription activators, and Cas9:sgRNA nuclease complexes into cultured human cells in media containing 10% serum. Delivery of unmodified Cas9:sgRNA complexes resulted in up to 80% genome modification with substantially higher specificity compared to DNA transfection. This approach also mediated efficient delivery of Cre recombinase and Cas9:sgRNA complexes into the mouse inner ear in vivo, achieving 90% Cre-mediated recombination and 20% Cas9-mediated genome modification in hair cells.             ",NPG147,1
PMC3672406,"Isolation of primitive endoderm, mesoderm, vascular endothelial and trophoblast progenitors from human pluripotent stem cells.","To identify early populations of committed progenitors derived from human embryonic stem cells (hESCs), we screened self-renewing, BMP4-treated and retinoic acid-treated cultures with >400 antibodies recognizing cell-surface antigens. Sorting of >30 subpopulations followed by transcriptional analysis of developmental genes identified four distinct candidate progenitor groups. Subsets detected in self-renewing cultures, including CXCR4(+) cells, expressed primitive endoderm genes. Expression of Cxcr4 in primitive endoderm was confirmed in visceral endoderm of mouse embryos. BMP4-induced progenitors exhibited gene signatures of mesoderm, trophoblast and vascular endothelium, suggesting correspondence to gastrulation-stage primitive streak, chorion and allantois precursors, respectively. Functional studies in vitro and in vivo confirmed that ROR2(+) cells produce mesoderm progeny, APA(+) cells generate syncytiotrophoblasts and CD87(+) cells give rise to vasculature. The same progenitor classes emerged during the differentiation of human induced pluripotent stem cells (hiPSCs). These markers and progenitors provide tools for purifying human tissue-regenerating progenitors and for studying the commitment of pluripotent stem cells to lineage progenitors.            ",NPG192,1
PMC4262738,Rational design of highly active sgRNAs for CRISPR-Cas9-mediated gene inactivation.,"Components of the prokaryotic clustered, regularly interspaced, short palindromic repeats (CRISPR) loci have recently been repurposed for use in mammalian cells. The CRISPR-associated (Cas)9 can be programmed with a single guide RNA (sgRNA) to generate site-specific DNA breaks, but there are few known rules governing on-target efficacy of this system. We created a pool of sgRNAs, tiling across all possible target sites of a panel of six endogenous mouse and three endogenous human genes and quantitatively assessed their ability to produce null alleles of their target gene by antibody staining and flow cytometry. We discovered sequence features that improved activity, including a further optimization of the protospacer-adjacent motif (PAM) of Streptococcus pyogenes Cas9. The results from 1,841 sgRNAs were used to construct a predictive model of sgRNA activity to improve sgRNA design for gene editing and genetic screens. We provide an online tool for the design of highly active sgRNAs for any gene of interest.             ",NPG196,1
PMC4269366,Single-base resolution analysis of active DNA demethylation using methylase-assisted bisulfite sequencing.,"Active DNA demethylation in mammals involves TET-mediated iterative oxidation of 5-methylcytosine (5mC)/5-hydroxymethylcytosine (5hmC) and subsequent excision repair of highly oxidized cytosine bases 5-formylcytosine (5fC)/5-carboxylcytosine (5caC) by thymine DNA glycosylase (TDG). However, quantitative and high-resolution analysis of active DNA demethylation activity remains challenging. Here, we describe M.SssI methylase-assisted bisulfite sequencing (MAB-seq), a method that directly maps 5fC/5caC at single-base resolution. Genome-wide MAB-seq allows systematic identification of 5fC/5caC in Tdg-depleted embryonic stem cells, thereby generating a base-resolution map of active DNA demethylome. A comparison of 5fC/5caC and 5hmC distribution maps indicates that catalytic processivity of TET enzymes correlates with local chromatin accessibility. MAB-seq also reveals strong strand asymmetry of active demethylation within palindromic CpGs. Integrating MAB-seq with other base-resolution mapping methods enables quantitative measurement of cytosine modification states at key transitioning steps of the active DNA demethylation cascade and reveals a regulatory role of 5fC/5caC excision repair in this step-wise process.             ",NPG214,1
PMC4205942,Backbone modification of a polypeptide drug alters duration of action in vivo.,"Systematic modification of the backbone of bioactive polypeptides through β-amino acid residue incorporation could provide a strategy for generating molecules with improved drug properties, but such alterations can result in lower receptor affinity and potency. Using an agonist of parathyroid hormone receptor-1 (PTHR1), a G protein-coupled receptor in the B-family, we present an approach for α→β residue replacement that enables both high activity and improved pharmacokinetic properties in vivo.             ",NPG215,1
PMC5505184,Combinatorial antigen recognition with balanced signaling promotes selective tumor eradication by engineered T cells.,"Current T-cell engineering approaches redirect patient T cells to tumors by transducing them with antigen-specific T-cell receptors (TCRs) or chimeric antigen receptors (CARs) that target a single antigen. However, few truly tumor-specific antigens have been identified, and healthy tissues that express the targeted antigen may undergo T cell-mediated damage. Here we present a strategy to render T cells specific for a tumor in the absence of a truly tumor-restricted antigen. T cells are transduced with both a CAR that provides suboptimal activation upon binding of one antigen and a chimeric costimulatory receptor (CCR) that recognizes a second antigen. Using the prostate tumor antigens PSMA and PSCA, we show that co-transduced T cells destroy tumors that express both antigens but do not affect tumors expressing either antigen alone. This 'tumor-sensing' strategy may help broaden the applicability and avoid some of the side effects of targeted T-cell therapies.            ",NPG232,1
PMC3589822,Microparticles bearing encephalitogenic peptides induce T-cell tolerance and ameliorate experimental autoimmune encephalomyelitis.,"Aberrant T-cell activation underlies many autoimmune disorders, yet most attempts to induce T-cell tolerance have failed. Building on previous strategies for tolerance induction that exploited natural mechanisms for clearing apoptotic debris, we show that antigen-decorated microparticles (500-nm diameter) induce long-term T-cell tolerance in mice with relapsing experimental autoimmune encephalomyelitis. Specifically, intravenous infusion of either polystyrene or biodegradable poly(lactide-co-glycolide) microparticles bearing encephalitogenic peptides prevents the onset and modifies the course of the disease. These beneficial effects require microparticle uptake by marginal zone macrophages expressing the scavenger receptor MARCO and are mediated in part by the activity of regulatory T cells, abortive T-cell activation and T-cell anergy. Together these data highlight the potential for using microparticles to target natural apoptotic clearance pathways to inactivate pathogenic T cells and halt the disease process in autoimmunity.            ",NPG233,1
PMC4191988,Low-coverage single-cell mRNA sequencing reveals cellular heterogeneity and activated signaling pathways in developing cerebral cortex.,"Large-scale surveys of single-cell gene expression have the potential to reveal rare cell populations and lineage relationships but require efficient methods for cell capture and mRNA sequencing. Although cellular barcoding strategies allow parallel sequencing of single cells at ultra-low depths, the limitations of shallow sequencing have not been investigated directly. By capturing 301 single cells from 11 populations using microfluidics and analyzing single-cell transcriptomes across downsampled sequencing depths, we demonstrate that shallow single-cell mRNA sequencing (~50,000 reads per cell) is sufficient for unbiased cell-type classification and biomarker identification. In the developing cortex, we identify diverse cell types, including multiple progenitor and neuronal subtypes, and we identify EGR1 and FOS as previously unreported candidate targets of Notch signaling in human but not mouse radial glia. Our strategy establishes an efficient method for unbiased analysis and comparison of cell populations from heterogeneous tissue by microfluidic single-cell capture and low-coverage sequencing of many cells.            ",NPG282,1
PMC3994104,Directed differentiation of human pluripotent stem cells into mature airway epithelia expressing functional CFTR protein.,"Cystic fibrosis (CF) is a fatal genetic disease caused by mutations in the CFTR (cystic fibrosis transmembrane conductance regulator) gene, which regulates chloride and water transport across all epithelia and affects multiple organs, including the lungs. Here we report an in vitro directed differentiation protocol for generating functional CFTR-expressing airway epithelia from human embryonic stem cells. Carefully timed treatment by exogenous growth factors that mimic endoderm developmental pathways in vivo followed by air-liquid interface culture results in maturation of patches of tight junction–coupled differentiated airway epithelial cells that demonstrate active CFTR transport function. As a proof of concept, treatment of CF patient induced pluripotent stem cell–derived epithelial cells with a small-molecule compound to correct for the common CF processing mutation resulted in enhanced plasma membrane localization of mature CFTR protein. Our study provides a method for generating patient-specific airway epithelial cells for disease modeling and in vitro drug testing.            ",NPG286,1
PMC3212614,Therapeutic siRNA silencing in inflammatory monocytes in mice.,"Excessive and prolonged activity of inflammatory monocytes is a hallmark of many diseases with an inflammatory component. In such conditions, precise targeting of these cells could be therapeutically beneficial while sparing many essential functions of the innate immune system, thus limiting unwanted effects. Inflammatory monocytes-but not the noninflammatory subset-depend on the chemokine receptor CCR2 for localization to injured tissue. Here we present an optimized lipid nanoparticle and a CCR2-silencing short interfering RNA that, when administered systemically in mice, show rapid blood clearance, accumulate in spleen and bone marrow, and localize to monocytes. Efficient degradation of CCR2 mRNA in monocytes prevents their accumulation in sites of inflammation. Specifically, the treatment attenuates their number in atherosclerotic plaques, reduces infarct size after coronary artery occlusion, prolongs normoglycemia in diabetic mice after pancreatic islet transplantation, and results in reduced tumor volumes and lower numbers of tumor-associated macrophages.            ",NPG350,1
PMC3542405,Mass-encoded synthetic biomarkers for multiplexed urinary monitoring of disease.,"Biomarkers are becoming increasingly important in the clinical management of complex diseases, yet our ability to discover new biomarkers remains limited by our dependence on endogenous molecules. Here we describe the development of exogenously administered 'synthetic biomarkers' composed of mass-encoded peptides conjugated to nanoparticles that leverage intrinsic features of human disease and physiology for noninvasive urinary monitoring. These protease-sensitive agents perform three functions in vivo: they target sites of disease, sample dysregulated protease activities and emit mass-encoded reporters into host urine for multiplexed detection by mass spectrometry. Using mouse models of liver fibrosis and cancer, we show that these agents can noninvasively monitor liver fibrosis and resolution without the need for invasive core biopsies and substantially improve early detection of cancer compared with current clinically used blood biomarkers. This approach of engineering synthetic biomarkers for multiplexed urinary monitoring should be broadly amenable to additional pathophysiological processes and point-of-care diagnostics.            ",NPG368,1
PMC4107302,Proteome labeling and protein identification in specific tissues and at specific developmental stages in an animal.,"Identifying the proteins synthesized at specific times in cells of interest in an animal will facilitate the study of cellular functions and dynamic processes. Here we introduce stochastic orthogonal recoding of translation with chemoselective modification (SORT-M) to address this challenge. SORT-M involves modifying cells to express an orthogonal aminoacyl-tRNA synthetase/tRNA pair to enable the incorporation of chemically modifiable analogs of amino acids at diverse sense codons in cells in rich media. We apply SORT-M to Drosophila melanogaster fed standard food to label and image proteins in specific tissues at precise developmental stages with diverse chemistries, including cyclopropene-tetrazine inverse electron demand Diels-Alder cycloaddition reactions. We also use SORT-M to identify proteins synthesized in germ cells of the fly ovary without dissection. SORT-M will facilitate the definition of proteins synthesized in specific sets of cells to study development, and learning and memory in flies, and may be extended to other animals.             ",NPG381,1
PMC3622156,Deciphering molecular circuits from genetic variation underlying transcriptional responsiveness to stimuli.,"Individual genetic variation affects gene responsiveness to stimuli, often by influencing complex molecular circuits. Here we combine genomic and intermediate-scale transcriptional profiling with computational methods to identify variants that affect the responsiveness of genes to stimuli (responsiveness quantitative trait loci or reQTLs) and to position these variants in molecular circuit diagrams. We apply this approach to study variation in transcriptional responsiveness to pathogen components in dendritic cells from recombinant inbred mouse strains. We identify reQTLs that correlate with particular stimuli and position them in known pathways. For example, in response to a virus-like stimulus, a trans-acting variant responds as an activator of the antiviral response; using RNA interference, we identify Rgs16 as the likely causal gene. Our approach charts an experimental and analytic path to decipher the mechanisms underlying genetic variation in circuits that control responses to stimuli.            ",NPG387,1
PMC4318247,Differentiation of human pluripotent stem cells to cells similar to cord-blood endothelial colony-forming cells.,"The ability to differentiate human pluripotent stem cells into endothelial cells with properties of cord-blood endothelial colony-forming cells (CB-ECFCs) may enable the derivation of clinically relevant numbers of highly proliferative blood vessel-forming cells to restore endothelial function in patients with vascular disease. We describe a protocol to convert human induced pluripotent stem cells (hiPSCs) or embryonic stem cells (hESCs) into cells similar to CB-ECFCs at an efficiency of >10(8) ECFCs produced from each starting pluripotent stem cell. The CB-ECFC-like cells display a stable endothelial phenotype with high clonal proliferative potential and the capacity to form human vessels in mice and to repair the ischemic mouse retina and limb, and they lack teratoma formation potential. We identify Neuropilin-1 (NRP-1)-mediated activation of KDR signaling through VEGF165 as a critical mechanism for the emergence and maintenance of CB-ECFC-like cells.             ",NPG412,1
PMC3568187,Targeted zwitterionic near-infrared fluorophores for improved optical imaging.,"The signal-to-background ratio (SBR) is the key determinant of sensitivity, detectability and linearity in optical imaging. As signal strength is often constrained by fundamental limits, background reduction becomes an important approach for improving the SBR. We recently reported that a zwitterionic near-infrared (NIR) fluorophore, ZW800-1, exhibits low background. Here we show that this fluorophore provides a much-improved SBR when targeted to cancer cells or proteins by conjugation with a cyclic RGD peptide, fibrinogen or antibodies. ZW800-1 outperforms the commercially available NIR fluorophores IRDye800-CW and Cy5.5 in vitro for immunocytometry, histopathology and immunoblotting and in vivo for image-guided surgery. In tumor model systems, a tumor-to-background ratio of 17.2 is achieved at 4 h after injection of ZW800-1 conjugated to cRGD compared to ratios of 5.1 with IRDye800-CW and 2.7 with Cy5.5. Our results suggest that introducing zwitterionic properties into targeted fluorophores may be a general strategy for improving the SBR in diagnostic and therapeutic applications.            ",NPG414,1
PMC4317352,Exploiting CRISPR-Cas nucleases to produce sequence-specific antimicrobials.,"Antibiotics target conserved bacterial cellular pathways or growth functions and therefore cannot selectively kill specific members of a complex microbial population. Here, we develop programmable, sequence-specific antimicrobials using the RNA-guided nuclease Cas9 (refs.1,2) delivered by a bacteriophage. We show that Cas9, reprogrammed to target virulence genes, kills virulent, but not avirulent, Staphylococcus aureus. Reprogramming the nuclease to target antibiotic resistance genes destroys staphylococcal plasmids that harbor antibiotic resistance genes and immunizes avirulent staphylococci to prevent the spread of plasmid-borne resistance genes. We also show that CRISPR-Cas9 antimicrobials function in vivo to kill S. aureus in a mouse skin colonization model. This technology creates opportunities to manipulate complex bacterial populations in a sequence-specific manner.             ",NPG416,1
